name,latitude,longitude,city,iata
Utirik Airport,11.222219,169.851429,Utirik Island,UTK
Ocean Reef Club Airport,25.3253994,-80.27480316,Key Largo,OCA
Cuddihy Field,27.7211,-97.512802,Corpus Christi,CUX
Crested Butte Airpark,38.851918,-106.928341,Crested Butte,CSE
Columbus Airport,31.823898,-107.629924,Columbus,CUS
LBJ Ranch Airport,30.251801,-98.622498,Stonewall,JCY
Loring Seaplane Base,55.601299,-131.636993,Loring,WLR
Nunapitchuk Airport,60.905591,-162.440454,Nunapitchuk,NUP
Port Alice Seaplane Base,55.803,-133.597,Port Alice,PTC
Icy Bay Airport,59.966269,-141.660118,Icy Bay,ICY
Port Protection Seaplane Base,56.3288002,-133.6100006,Port Protection,PPV
Kalakaket Creek AS Airport,64.4166257,-156.8203926,Kalakaket Creek,KKK
Dunsmuir Muni-Mott Airport,41.263199,-122.272003,Dunsmuir,MHS
Chase Field Industrial Airport,28.362444,-97.661917,Beeville,NIR
Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,Littlefield,GCT
Ellamar Seaplane Base,60.893818,-146.704038,Ellamar,ELW
Lime Village Airport,61.35910034,-155.4400024,Lime Village,LVD
Hog River Airport,66.176133,-155.684816,Hogatza,HGZ
Ed-Air Airport,38.851782,-87.49987,Oaktown,OTN
Telida Airport,63.39390182,-153.2689972,Telida,TLF
Eagle Air Park,28.98220062,-95.57969666,Brazoria,BZT
Entrance Island Seaplane Base,57.412201,-133.43848,Entrance Island,HBH
False Island Seaplane Base,57.53219986,-135.2129974,False Island,FAK
Blakely Island Airport,48.579162,-122.823844,Blakely Island,BYW
Drift River Airport,60.58890152,-152.1620026,Kenai,DRF
Rinkenberger Restricted Landing Area,41.23089981,-89.61569977,Bradford,BDF
Tetlin Airport,63.124618,-142.518005,Tetlin,TEH
Roy Otten Memorial Airfield,38.42779922,-92.87519836,Versailles,VRS
Golden Horn Lodge Seaplane Base,59.74700165,-158.875,Golden Horn Lodge,GDH
Atmautluak Airport,60.866699,-162.272996,Atmautluak,ATT
Livengood Camp Airport,65.467,-148.6534,Livengood,LIV
Pedro Bay Airport,59.796925,-154.129994,Pedro Bay,PDB
Ouzinkie Airport,57.942094,-152.464314,Ouzinkie,KOZ
Tununak Airport,60.569638,-165.246649,Tununak,TNK
Hyder Seaplane Base,55.903324,-130.009975,Hyder,WHD
Minto Al Wright Airport,65.147991,-149.368658,Minto,MNT
Tokeen Seaplane Base,55.93709946,-133.3269959,Tokeen,TKI
Aleknagik / New Airport,59.2826004,-158.6179962,Aleknagik,WKK
Ketchikan Harbor Seaplane Base,55.349899,-131.677002,Ketchikan,WFB
Rollang Field,32.953543,-90.845144,Rolling Fork,RFK
Naknek Airport,58.735633,-157.02216,Naknek,NNK
Lake Brooks Seaplane Base,58.554798,-155.776993,Katmai National Park,BKF
Southern Seaplane Airport,29.866078,-90.021608,Belle Chasse,BCS
Minute Man Air Field,42.460298,-71.519031,Stow,MMN
Catalina Air-Sea Terminal Heliport,33.74919891,-118.2750015,San Pedro,SPQ
East 34th Street Heliport,40.742372,-73.972074,New York,TSS
New York Skyports Inc Seaplane Base,40.735061,-73.972814,New York,NYS
Earl Henry Airport,36.79589844,-97.31700134,Blackwell,BWL
Yes Bay Lodge Seaplane Base,55.91630173,-131.8009949,Yes Bay,WYB
Center Island Airport,48.490046,-122.831612,Center Island,CWS
Tatitlek Airport,60.871449,-146.690297,Tatitlek,TEK
Pine Island Airport,36.252744,-75.785256,Corolla,DUF
Stuart Island Airpark,48.673379,-123.175439,Friday Harbor,SSW
Fort Bragg Airport,39.472445,-123.795319,Fort Bragg,FOB
Port of Poulsbo Marina Moorage Seaplane Base,47.73400116,-122.6470032,Poulsbo,PUL
Century City Heliport,34.06079865,-118.4179993,Los Angeles,CCD
Meyers Chuck Seaplane Base,55.73960114,-132.2550049,Meyers Chuck,WMK
Maxson Airfield,44.312002,-75.90034,Alexandria Bay,AXB
Reese Airpark,33.59030151,-102.0370026,Lubbock,REE
Waldron Airstrip,48.71141,-123.018208,Eastsound,WDN
Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,Whale Pass,WWP
Chuathbaluk Airport,61.579102,-159.216003,Chuathbaluk,CHU
Ugashik Airport,57.523476,-157.396344,Ugashik,UGS
Recreation and Conference Center Heliport,34.020472,-117.927396,City of Industry,JID
Philadelphia Seaplane Base,39.85900116,-75.29959869,Essington,PSQ
Levelock Airport,59.12606,-156.860906,Levelock,KLL
Saginaw Seaplane Base,56.88629913,-134.1580048,Saginaw Bay,SGW
Tuntutuliak Airport,60.351243,-162.654476,Tuntutuliak,WTL
Twin Hills Airport,59.074713,-160.274992,Twin Hills,TWA
Chignik Lake Airport,56.25500107,-158.7749939,Chignik Lake,KCQ
Adado Airport,6.095802,46.6375,Adado,AAD
Atkamba Airport,-6.06462,141.095173,Atkamba Mission,ABP
Arica Airport,-2.143713,-71.75935,Arica,ACM
Andakombe Airport,-7.137222222,145.7447222,Andekombe,ADC
El Daein Airport,11.4023,26.1186,El Daein,ADV
Jebel Ali Seaplane Base,24.988967,55.023796,Jebel Ali,DJH
Adareil Airport,10.053611,32.959444,Adar,AEE
Aseki Airport,-7.350805,146.193994,Aseki,AEK
Ar Horqin Airport,43.908407,120.15099,Chifeng,AEQ
"""Ghost"" International Airport",33.284605,69.80734,Khost,KHT
Orūzgān Airport,32.90299988,66.63089752,Orūzgān,URZ
Salerno Airport,33.3638,69.9561,Khost,OLR
Kondavattavana Tank Seaplane Base,7.284,81.644,Ampara,AFK
Afutara Aerodrome,-9.191388889,160.9486111,Bila,AFT
Ulawa Airport,-9.860543583,161.9795465,Arona,RNA
Uru Harbour Airport,-8.87333,161.011002,Atoifi,ATD
Barakoma Airport,-7.912779808,156.7059937,Barakoma,VEV
Geva Airport,-7.575829983,156.5970001,Liangia,GEF
Angoram Airport,-4.057077,144.073841,Angoram,AGG
Gwaunaru'u Airport,-8.70257,160.682007,Auki,AKS
Bellona/Anua Airport,-11.30222222,159.7983333,Anua,BNY
Ballalae Airport,-6.990745,155.886656,Ballalae,BAS
Fera/Maringe Airport,-8.1075,159.576996,Fera Island,FRE
Honiara International Airport,-9.428,160.054993,Honiara,HIR
Babanakira Airport,-9.7475,159.839005,Mbambanakira,MBU
Ngorangora Airport,-10.44970036,161.897995,Kirakira,IRA
Santa Cruz/Graciosa Bay/Luova Airport,-10.7203,165.794998,Santa Cruz/Graciosa Bay/Luova,SCZ
Munda Airport,-8.32797,157.263,Munda,MUA
Nusatupe Airport,-8.097780228,156.8639984,Gizo,GZO
Mono Airport,-7.416940212,155.5650024,Stirling Island,MNY
Parasi Airport,-9.641670227,161.4250031,Parasi,PRS
Rennell/Tingoa Airport,-11.55,160.062778,Rennell Island,RNL
Sege Airport,-8.57889,157.876007,Sege,EGM
Santa Ana Airport,-10.847994,162.454108,Santa Ana Island,NNB
Marau Airport,-9.86166954,160.8249969,Marau,RUS
Suavanao Airport,-7.58556,158.731003,Suavanao,VAO
Yandina Airport,-9.092816,159.21841,Yandina,XYA
Kagua Airport,-6.396388889,143.8536111,Kagua,AGK
Kaghau Airport,-7.3305,157.585,Kagau Island,KGE
Kukudu Airport,-8.0262,156.94783,Kolombangara Island,KUE
Kwailabesi Airport,-8.360508,160.775127,Kwailabesi,KWS
Lomlom Airport,-10.296828,166.327322,Lomlom,LLM
Nana Airport,-10.6758,162.2049,Star Harbor,NAZ
Manaoba Airport,-8.325008,160.80051,Manaoba,MHM
Gatokae Aerodrome,-8.738358,158.202836,Gatokae,GTA
Ringi Cove Airport,-8.126390457,157.1430054,Ringi Cove,RIN
Ramata Airport,-8.168060303,157.6430054,Ramata,RBV
Tulaghi Heliport,-9.108,160.1491667,Tulaghi Island,TLG
Argyle Downs Airport,-16.508604,128.922485,Argyle Downs,AGY
Hongyuan Airport,32.53154,102.35224,Ngawa (Hongyuan),AHJ
Ambatolhy Airport,-20.01583333,45.535,Ambatolahy,AHY
Aiome Airport,-5.145699978,144.7307003,Aiome,AIE
Aiambak Airport,-7.342777778,141.2675,Aiambak,AIH
Ailinglaplap Airok Airport,7.279422,168.8257,Bigatyelang Island,AIC
Chena Hot Springs Airport,65.05180359,-146.0469971,Chena Hot Springs,CEX
Solomon State Field,64.5605,-164.4457,Solomon,SOL
Herendeen Bay Airport,55.802346,-160.901346,Herendeen Bay,HED
Taylor Airport,65.6792984,-164.798996,Taylor,TWE
Tikchik Lodge Seaplane Base,59.96319962,-158.477005,Tikchik,KTH
Naukati Bay Seaplane Base,55.849602,-133.227994,Tuxekan Island,NKI
Point Lonely Short Range Radar Site Airfield,70.911118,-153.237766,Point Lonely,LNI
Candle 2 Airport,65.90769959,-161.9259949,Candle,CDL
Amook Bay Seaplane Base,57.4715004,-153.8150024,Amook Bay,AOS
Boswell Bay Airport,60.42309952,-146.1459961,Boswell Bay,BSW
Zakuoma Airport,10.89027778,19.81722222,ZaKouma,AKM
Alitak Seaplane Base,56.897294,-154.249692,Lazy Bay,ALZ
Mar de Cortés International Airport,31.351987,-113.305177,Puerto Peñasco,PPE
Alto Molocue Airport,-15.61027778,37.68138889,Alto Molocue,AME
Amanab Airport,-3.586,141.2143333,Amanab,AMU
Nauru International Airport,-0.547458,166.919006,Yaren District,INU
Angus Downs Airport,-25.0325,132.2748,Angus Downs Station,ANZ
Catoca Airport,-9.431359,20.311557,Saurimo,CTV
Andulo Airport,-11.4723,16.710899,Andulo,ANL
Cangamba Airport,-13.7106,19.861099,Cangamba,CNZ
Dirico Airport,-17.981924,20.768061,Dirico,DRC
Capanda Airport,-9.769370079,15.4553194,Capanda,KNP
N'dalatando Airport,-9.280378,14.982432,N'dalatando,NDF
Abou-Deïa Airport,11.4773,19.2874,Abou-Deïa,AOD
April River Airport,-4.676666667,142.5401389,April River,APR
Girdwood-Alyeska Airport,60.968774,-149.119792,Girdwood,AQY
Bragado Airport,-35.145811,-60.480294,Bragado,QRF
Caleta Olivia Airport,-46.37428,-67.59409,Caleta Olivia,CVI
Charata Airport,-27.2164,-61.2103,Charata,CNT
General Villegas Airport,-34.995728,-62.999725,General Villegas,VGS
Los Menucos Airport,-40.817699,-68.074699,Los Menucos,LMD
Valcheta Airport,-40.700001,-66.150002,Valcheta,VCF
Sunchales Aeroclub Airport,-30.9575,-61.5283,Sunchales,NCJ
Carmen de Patagones Airport,-40.7781,-62.9803,Carmen de Patagones,CPG
Termal Airport,-26.753611,-60.492222,Presidencia Roque Sáenz Peña,PRQ
Namatanai Airport,-3.6695,152.438,Namatanai,ATN
Aitape Airport,-3.143611111,142.3468056,Aitape,ATP
Lady Elliot Island Airstrip,-24.1129,152.7156,Lady Elliot Island,LYT
Gruyere Airport,-28.034548,123.81506,Cosmo Newbery,GYZ
Karara Airport,-29.217223,116.687154,Karara,KQR
Alpha Airport,-23.652849,146.582668,Alpha,ABH
Agnew Airport,-12.1456,142.149369,Agnew,AGW
Alroy Downs Airport,-19.2908,136.078995,Alroy Downs,AYD
Baniyala Airport,-13.1981,136.227005,Baniyala,BYX
Coolibah Airport,-15.54829979,130.9620056,Coolibah,COB
Coorabie Airport,-31.89439964,132.2960052,Coorabie,CRJ
Carlton Hill Airport,-15.50189972,128.5339966,Carlton Hill,CRY
Cresswell Downs Airport,-17.94799995,135.9160004,Cresswell Downs,CSD
Diamantina Lakes Airport,-23.76169968,141.1450043,Diamantina Lakes,DYM
Hayman Island Resort Seaplane Base,-20.05999947,148.8809967,Hayman Island,HIS
Helenvale Airport,-15.6857996,145.2149963,Helenvale,HLV
Kimberley Downs Airport,-17.39780045,124.3550034,Kimberley Downs,KBD
Kulgera Airport,-25.8428,133.292007,Ghan,KGR
Orchid Beach Airport,-24.95940018,153.3150024,Orchid Beach,OKB
Peppimenarti Airport,-14.1442,130.091003,Peppimenarti,PEP
Rockhampton Downs Airport,-18.95330048,135.201004,Rockhampton Downs,RDA
Sturt Creek Airport,-19.16640091,128.173996,Sturt Creek,SSK
Shaw River Airport,-21.51029968,119.3619995,Shaw River,SWB
Tom Price Airport,-22.74600029,117.8690033,Tom Price,TPR
Torwood Airport,-17.36330032,143.75,Torwood,TWP
Springvale Airport,-17.7869,127.669998,Springvale,ZVG
Aua Island Airport,-1.460555556,143.0647222,Aua Island,AUI
Ambunti Airport,-4.215666667,142.8231667,Ambunti,AUJ
Aumo Airport,-5.731111111,148.4452778,Aumo,AUV
Alowe Airport,-0.545,9.444,Wonga Wongué Presidential Reserve,AWE
Awar Airport (unusable),-4.122278,144.853292,Awar,AWR
Alxa Left Banner Bayanhot Airport,38.74831,105.58858,Bayanhot,AXF
Pantar Kabir Airport,-8.244832,124.219108,Kabir,AXO
Buka Airport,-5.422319889,154.6730042,Buka Island,BUA
Biaru Airport,-7.6693,146.7594,Biaru,BRP
Chimbu Airport,-6.024290085,144.970993,Kundiawa,CMU
Munduku Airport,-4.6204,143.4516,Munduku,MDM
Kondobol Airport,-8.5336,142.5049,Kondobol,KPF
Dinangat Airport,-6.1546,146.6772,Dinangat,DNU
Doini Airport,-10.7009,150.7218,Castori Islets,DOI
Daru Airport,-9.08676,143.207993,Daru,DAU
Embessa Airport,-9.447,148.7628,Embessa,EMS
Edwaki Airport,-3.883986,141.792234,Yellow River Mission,XYR
Eliptamin Airport,-5.0412,141.6779,Eliptamin,EPT
Engati Airstrip,-6.9179,146.1053,Engati,EGA
Emo River Airstrip,-9.1234,148.0415,Emo Mission,EMO
Erume Airport,-8.2538,146.9747,Erume,ERU
Meselia Airport,-6.1364,149.1183,Demgulu,MFZ
Feramin Airport,-5.208,141.6988,Feramin,FRQ
Frieda River Airport,-4.610468,141.960138,Frieda River,FAQ
Fuma Airport,-6.3933,142.4408,Fuma,FUM
Goroka Airport,-6.081689835,145.3919983,Goronka,GKA
Guari Airport,-8.1286,146.8722,Guari,GUG
Garasa Airport,-7.980713,147.213461,Au,GRL
Gurney Airport,-10.3114996,150.3339996,Gurney,GUR
Gusap Airport,-6.053196,145.959047,Gusap,GAP
Girua Airport,-8.80453968,148.3090057,Popondetta,PNP
Gasuke Airport,-6.1028,141.7393,Gasuke,GBC
Habi Airport,-6.32,142.4893,Habi,HBD
Heiweni Airport,-7.4223,146.4276,Heiweni,HNI
Honinabi Airport,-6.2457,142.1771,Honinabi,HNN
Hoskins Airport,-5.463846,150.407327,Kimbe,HKN
Haivaro Airport,-6.9406,143.059,Haivaro,HIT
Imane Airport,-6.7524,146.1072,Imane,IMN
Kungim Airport,-5.671,141.03,Kungim,KGM
Imonda Airport,-3.328,141.1573,Imonda,IMD
Aropa Airport,-6.305417,155.728139,Kieta,KIE
Ialibu Airport,-6.2782,143.9944,Ialibu,IAL
Witu Airport,-4.689522,149.440112,Garove Island,WIU
Yongai Airport,-8.5289,147.4603,Yongai,KGH
Losuia Airport,-8.505820274,151.0809937,Losuia,LSA
Kopiago Airport,-5.3883,142.4977,Kopiago,KPA
Kiunga Airport,-6.125710011,141.2819977,Kiunga,UNG
Kanainj Airport,-5.2903,144.7072,Kanainj,KNE
Kikori Airport,-7.42438,144.250076,Kikori,KRI
Kerema Airport,-7.963610172,145.7709961,Kerema,KMA
Kar Kar Airport,-4.557,145.9404,Kar Kar Island,KRX
Kuri Airport,-7.135083,143.276111,Kuri,KUQ
Kavieng Airport,-2.579400063,150.8079987,Kavieng,KVG
Londolovit Airport,-3.043610096,152.6289978,Londolovit,LNV
Lab Lab Airport,-5.7204,148.0566,Lab Lab Mission,LAB
Lowai Airport,-6.3344,146.6458,Lowai,LWI
Leron Plains Airport,-6.3917,146.3434,Leron Plains,LPN
Lese Airport,-8.2799,146.2765,Lese,LNG
Long Island Airport,-5.3604,147.0177,Long Island,LSJ
Yas Island Seaplane Base,24.467,54.6103,Abu Dhabi,AYM
Manari Airport,-9.1908,147.6219,Manari,MRM
Morobe Airport,-7.74,147.59,Morobe,OBM
Madang Airport,-5.207079887,145.7890015,Madang,MAG
Mount Hagen Kagamuga Airport,-5.828212,144.299412,Mount Hagen,HGU
Mougulu Airport,-6.280859,142.420775,Mougulu,GUV
Mendi Airport,-6.14774,143.656998,Mendi,MDU
Momote Airport,-2.06189,147.423996,Manus Island,MAS
Moro Airport,-6.363329887,143.2380066,Moro,MXH
Misima Island Airport,-10.6892004,152.8379974,Misima Island,MIS
Marawaka Airport,-6.9736,145.8849,Marawaka,MWG
Nankina Airport,-5.837,146.4533,Gwarawon,NKN
Negarbo(Negabo) Airport,-6.567778,144.703058,Negarbo,GBF
Manguna Airport,-5.577778,151.792333,Manguna,MFO
Kasonombe Airport,-6.3819,146.9859,Kasonombe,KSB
Nomane Airport,-6.32183,145.070667,Namane,NMN
Nambaiyufa Airport,-6.2412,145.2424,Nambaiyufa,NBA
Nadzab Airport,-6.569803,146.725977,Lae,LAE
Konge Airport,-6.2239,147.2152,Konge,KGB
Oksapmin Airport,-5.2261,142.2259,Oksapmin,OKP
Komako Airport,-7.3984,145.8827,Komako,HOC
Komaio Airport,-7.2714,143.5952,Komaio,KCJ
Koroba Airport,-5.6952,142.7441,Koroba,KDE
Open Bay Airport,-4.794727,151.696195,Maitanakunai,OPB
Pangoa Airport,-7.0226,141.5605,Pangoa,PGB
Pangia Airport,-6.386,144.1084,Pangia,PGN
Mapoda Airport,-7.979,143.1694,Mapoda,MPF
Pumani Airport,-9.7469,149.4766,Pumani,PMN
Walluanda Airport,-6.475161,143.987222,Puri,WLU
Port Moresby Jacksons International Airport,-9.443380356,147.2200012,Port Moresby,POM
Sopu Airport,-8.3038,147.1659,Sopu,SPH
Sialum Airport,-6.0908,147.5955,Sialum,SXA
Karimui Airport,-6.4921,144.823,Karimui,KMR
Maramuni Airport,-5.13,143.4829,Maramuni,MWI
May River Airstrip,-4.3615,141.785,May River,MRH
Simberi Airport,-2.662222222,151.9977778,Simberi Island,NIS
Sila Airport,-9.073555556,148.38925,Sila Mission,SIL
Sabah Airport,-5.5765,155.0489,Sabah,SBV
Simbai Airport,-5.278611111,144.5447222,Simbai,SIM
Selbang Airport,-5.315,141.752,Selbang,SBC
Sepik Plains Airport,-3.8821,143.6734,Sepik Plains,SPV
Sauren Airport,-5.9701,148.8543,Sauren,SXW
Masa Airport,-6.345,147.591,Masa,MBV
Tari Airport,-5.845,142.947998,Tari,TIZ
Tabubil Airport,-5.27861,141.225998,Tabubil,TBG
Tapini Airport,-8.356666667,146.9891667,Tapini,TPI
Tokua Airport,-4.34046,152.380005,Kokopo,RAB
Tekin Airport,-5.243667,142.165194,Tekin,TKW
Tep Tep Airport,-5.9553,146.5595,Teptep,TEP
Tsewi Airport,-7.0695,146.1272,Tsewi,TSW
Tarakbits Airport,-5.614,141.0421,Tarakbits,TRJ
Tawa Airport,-7.4463,146.1067,Tawa,TWY
Tekadu Airport,-7.6808,146.5503,Tekadu,TKB
Aiyura Airport,-6.338055556,145.9041667,Aiyura Valley,AYU
Umba Airport,-7.0214,145.966,Umba,UMC
Uroubi Airport,-9.5162,148.5591,Uroubi,URU
Upiara Airport,-8.5411,142.6503,Upiara,UPR
Uvol Airport,-6.0178,150.9557,Uvol,UVO
Talasea Airport,-5.2726,150.0089,Talasea,TLW
Torembi Airport,-4.0165,143.1329,Torembi,TCJ
Vanimo Airport,-2.6926,141.3028,Vanimo,VAI
Tonu Airport,-6.6552,155.4326,Tonu,TON
Wabo Airport,-6.989444444,145.0751111,Wabo,WAO
Wapenamanda Airport,-5.635293,143.892231,Wapenamanda,WBM
Wawoi Falls Airport,-6.9523,142.6557,Wavoi Falls,WAJ
Wewak International Airport,-3.583830118,143.6690063,Wewak,WWK
Wonenara Airport,-6.796861111,145.8919444,Wonenara,WOA
Wakunai Airport,-5.8603,155.2223,Wakunai,WKN
Wasu Airport,-5.961709449,147.1982253,Wasu,WSU
Woitape Airport,-8.545833333,147.2525,Fatima Mission,WTP
Wau Airport,-7.345556,146.718611,Wau,WUG
Yeva Airport,-7.548,146.188,Yeva,YVD
Sim Airport,-7.75,146.9273,Sim,SMJ
Weam Airport,-8.6184,141.1381,Weam,WEP
Arugam Bay SPB,6.86,81.82388889,Pottuvil,AYY
Yalumet Airport,-6.09,147.0117,Yalumet,KYX
Yasuru Airport,-6.6015,146.1813,Yasuru,KSX
Wasum Airport,-6.0491,149.337,Wasum,WUM
Zabrat Airport,40.49554222,49.97680664,Baku,ZXT
Fuzuli International Airport,39.594578,47.196128,Fuzuli,FZL
Lava Falls Heliport,36.1916008,-113.0920029,Supai Village,HAE
Zhenjiang Dalu Airport,32.23649,119.718683,Zhenjiang,AZJ
Bali Airport,-4.883333333,149.1333333,Unea Island,BAJ
Bambu Airport,-5.863611111,146.4925,Bambu,BCP
Benguera Island Airport,-21.8533,35.438301,Benguera Island,BCW
Milyakburra Airport,-13.78083333,136.2016667,Bickerton Island,BCZ
Willmar Municipal Airport John L Rice Field (2006),45.117552,-95.132259,Willmar,ILL
Malevo Airfield,41.871799,25.604799,Malevo,HKV
Bezmer Air Base,42.454899,26.3522,Bezmer,JAM
Aasiaat Airport,68.721802,-52.784698,Aasiaat,JEG
Aappilattoq Heliport,72.88703,-55.596287,Aappilattoq,AOQ
Tasiilaq Heliport,65.612296,-37.618335,Tasiilaq,AGM
Aappilattoq Heliport,60.148357,-44.286916,Aappilattoq,QUV
Arsuk Heliport,61.176828,-48.419698,Arsuk,JRK
Ammassivik Heliport,60.597376,-45.382445,Ammassivik,QUW
Attu Heliport,67.940663,-53.62187,Attu,QGQ
Narsarsuaq Airport,61.1605,-45.425999,Narsarsuaq,UAK
Qasigiannguit Heliport,68.822816,-51.173447,Qasigiannguit,JCH
Neerlerit Inaat Airport,70.743103,-22.650499,Neerlerit Inaat,CNP
Eqalugaarsuit Heliport,60.61972,-45.914062,Eqalugaarsuit,QFG
Kangilinnguit Heliport,61.22896,-48.09698,Kangilinnguit,JGR
Nuuk Airport,64.193022,-51.676512,Nuuk,GOH
Qeqertarsuaq Heliport,69.251182,-53.514876,Qeqertarsuaq,JGO
Ikerasak Heliport,70.498145,-51.303084,Ikerasak,IKE
Iginniarfik Heliport,68.147226,-53.173528,Iginniarfik,QFI
Ikerassaarsuk Heliport,68.140881,-53.441459,Ikerassaarsuk,QRY
Ilimanaq Heliport,69.080915,-51.114315,Ilimanaq,XIQ
Innarsuit Heliport,73.199895,-56.010817,Innarsuit,IUI
Isortoq Heliport,65.547792,-38.976552,Isortoq,IOQ
Ikamiut Heliport,68.634253,-51.832262,Ikamiut,QJI
Qaqortoq Heliport,60.715684,-46.029919,Qaqortoq,JJU
Ilulissat Airport,69.243202,-51.057098,Ilulissat,JAV
Kangaatsiaq Heliport,68.312657,-53.460208,Kangaatsiaq,QPW
Kulusuk Airport,65.573601,-37.1236,Kulusuk,KUS
Kuummiut Heliport,65.863935,-36.997919,Kuummiut,KUZ
Kullorsuaq Heliport,74.57805,-57.226828,Kullorsuaq,KHQ
Kangersuatsiaq Heliport,72.381092,-55.536586,Kangersuatsiaq,KGQ
Kitsissuarsuit Heliport,68.857926,-53.123295,Kitsissuarsuit,QJE
Illorsuit Heliport,71.241944,-53.562877,Illorsuit,IOT
Maniitsoq Airport,65.412498,-52.9394,Maniitsoq,JSU
Nanortalik Heliport,60.141884,-45.232977,Nanortalik,JNN
Nuugaatsiaq Heliport,71.538769,-53.205038,Nuugaatsiaq,JUU
Narsaq Heliport,60.917283,-46.059923,Narsaq,JNS
Niaqornat Heliport,70.789385,-53.662945,Niaqornat,NIQ
Nuussuaq Heliport,74.109853,-57.065037,Nuussuaq,NSQ
Paamiut Airport,62.014736,-49.670937,Paamiut,JFR
Qeqertaq Heliport,69.995861,-51.300917,Qeqertaq,PQT
Qaanaaq Airport,77.488602,-69.388702,Qaanaaq,NAQ
Qassimiut Heliport,60.780959,-47.156249,Qassimiut,QJH
Ittoqqortoormiit Heliport,70.488229,-21.97168,Ittoqqortoormiit,OBY
Kangerlussuaq Airport,67.010446,-50.715294,Kangerlussuaq,SFJ
Sermiligaaq Heliport,65.90592,-36.378254,Sermiligaaq,SGG
Siorapaluk Heliport,77.786517,-70.638657,Siorapaluk,SRK
Saarloq Heliport,60.537778,-46.024722,Saarloq,QOQ
Sisimiut Airport,66.951302,-53.729301,Sisimiut,JHS
Saattut Heliport,70.811172,-51.63129,Saattut,SAE
Savissivik Heliport,76.018613,-65.117683,Savissivik,SVR
Tasiusaq Heliport,73.373055,-56.06028,Tasiusaq,TQA
Pituffik Space Base,76.531197,-68.703201,Pituffik,THU
Tiniteqilaaq Heliport,65.892027,-37.783409,Tiniteqilaaq,TQI
Tasiusaq Heliport,60.194305,-44.813447,Tasiusak,XEQ
Upernavik Airport,72.790199,-56.1306,Upernavik,JUV
Uummannaq Heliport,70.680428,-52.11163,Uummannaq,UMD
Qaarsut Airport,70.7342,-52.696201,Uummannaq,JQA
Ukkusissat Heliport,71.049438,-51.890016,Ukkusissat,JUK
Bahía de los Ángeles Airport,28.9786,-113.560997,Ensenada,BHL
Brighton Downs Airport,-23.363333,141.562778,Brighton Downs,BHT
Akureyri Airport,65.656573,-18.072018,Akureyri,AEY
Bildudalur Airport,65.641296,-23.5462,Bildudalur,BIU
Borgarfjörður eystri Airport,65.516769,-13.81578,Borgarfjörður eystri,BGJ
Bakkafjörður Airport,66.02189636,-14.82439995,Bakkafjörður,BJD
Hjaltabakki Airport,65.644997,-20.2875,Blönduós,BLO
Búðardalur Airport,65.07530212,-21.8003006,Búðardalur,BQD
Breiðdalsvík Airport,64.790037,-14.043927,Breiðdalsvík,BXV
Djúpivogur Airport,64.642372,-14.277297,Djúpivogur,DJU
Egilsstaðir Airport,65.28330231,-14.40139961,Egilsstaðir,EGS
Fáskrúðsfjörður Airport,64.931456,-14.047957,Fáskrúðsfjörður,FAS
Fagurhólsmýri Airport,63.874699,-16.6411,Fagurhólsmýri,FAG
Grundarfjörður Airport,64.991402,-23.224701,Grundarfjörður,GUU
Gjögur Airport,65.9953,-21.3269,Gjögur,GJR
Grímsey Airport,66.5458,-18.0173,Grímsey,GRY
Hólmavík Airport,65.704697,-21.6964,Hólmavík,HVK
Hornafjörður Airport,64.295601,-15.2272,Höfn,HFN
Holt Airport,66.01418043,-23.4416914,Flateyri,FLI
Húsavík Airport,65.952301,-17.426001,Húsavík,HZK
Krókstaðarmelar Airport,65.2664032,-20.84690094,Hvammstangi,HVM
Ingjaldssanður Airport,66.05000305,-23.69610023,Onundarfjörður,HLO
Ísafjörður Airport,66.058098,-23.1353,Ísafjörður,IFJ
Keflavik International Airport,63.985001,-22.6056,Reykjavík,KEF
Kópasker Airport,66.310799,-16.4667,Kópasker,OPA
Sauðárkrókur Airport,65.73169708,-19.57279968,Sauðárkrókur,SAK
Norðfjörður Airport,65.131897,-13.7464,Norðfjörður,NOR
Ólafsfjörður Airport,66.083298,-18.6667,Ólafsfjörður,OFJ
Patreksfjörður Airport,65.555801,-23.965,Patreksfjörður,PFJ
Reykhólar Airport,65.45262909,-22.20611572,Reykhólar,RHA
Rif Airport,64.9114,-23.823099,Rif,OLI
Raufarhöfn Airport,66.406403,-15.9183,Raufarhöfn,RFN
Reykjavik Airport,64.12999725,-21.94059944,Reykjavik,RKV
Reykjahlíð Airport,65.6558,-16.9181,Myvatn,MVA
Siglufjörður Airport,66.137847,-18.908157,Siglufjörður,SIJ
Stykkishólmur Airport,65.058851,-22.764616,Stykkishólmur,SYK
Þingeyri Airport,65.8703,-23.559999,Þingeyri,TEY
Þórshöfn Airport,66.218498,-15.3356,Þórshöfn,THO
Vestmannaeyjar Airport,63.42430115,-20.27890015,Vestmannaeyjar,VEY
Vopnafjörður Airport,65.720596,-14.8506,Vopnafjörður,VPN
Baleela Airport,11.19944444,28.52305556,Baleela Base Camp,BJE
Bahja Airport,19.87305556,56.06777778,Bahja,BJQ
Bentota River Waterdrome,6.431,79.996,Bentota,BJT
